Concurso,Data Sorteio,1ª Dezena,2ª Dezena,3ª Dezena,4ª Dezena,5ª Dezena,Arrecadacao_Total,Ganhadores_Quina,Cidade,UF,Rateio_Quina,Ganhadores_Quadra,Rateio_Quadra,Ganhadores_Terno,Rateio_Terno,Ganhadores_Duque,Rateio_Duque,Acumulado,Valor_Acumulado,Estimativa_Premio,Valor_Acumulado_Sorteio_Especial_São_João
3532,11/07/2014,56,1,53,57,19,6.768.60000,0,&nbsp,&nbsp,000,233,2.23781,8553,8708.0,0,0,SIM,1.313.78172,2.200.00000,4.729.31436
3533,12/07/2014,38,73,15,21,33,6.885.21900,0,&nbsp,&nbsp,000,83,6.39027,6048,12528.0,0,0,SIM,2.056.33116,3.000.00000,5.047.54984
3534,14/07/2014,19,33,37,38,49,7.970.14500,0,&nbsp,&nbsp,000,107,5.73802,8191,10708.0,0,0,SIM,2.915.88649,4.000.00000,5.415.93070
3535,15/07/2014,13,58,49,75,5,9.577.44600,0,&nbsp,&nbsp,000,129,5.71926,9157,11510.0,0,0,SIM,3.948.78424,5.000.00000,5.858.60117
3536,16/07/2014,26,10,71,58,78,10.822.32900,0,&nbsp,&nbsp,000,122,6.83346,8080,14739.0,0,0,SIM,5.115.93874,6.200.00000,6.358.81026
3537,17/07/2014,65,51,36,48,54,12.682.97200,0,&nbsp,&nbsp,000,161,6.06841,9614,14517.0,0,0,SIM,6.483.75780,8.000.00000,6.945.01844
3538,18/07/2014,25,3,71,20,63,15.502.54400,2,Teresina,PI,4.077.82947,166,7.19407,11174,15267.0,0,0,NÃO,000,500.00000,7.661.54751
3538,18/07/2014,25,3,71,20,63,15.502.54400,2,SÃO PAULO,SP,4.077.82947,166,7.19407,11174,15267.0,0,0,NÃO,000,500.00000,7.661.54751
3539,19/07/2014,19,26,40,21,5,5.644.04300,0,&nbsp,&nbsp,000,129,3.37039,7276,8536.0,0,0,SIM,608.69247,1.300.00000,7.922.41572
3540,21/07/2014,7,27,26,6,37,6.762.73800,0,&nbsp,&nbsp,000,169,3.08259,7549,9858.0,0,0,SIM,1.338.03271,2.000.00000,8.234.99011
3541,22/07/2014,54,47,52,17,30,7.887.84000,1,SÃO PAULO,SP,2.188.71170,83,7.32082,6813,12740.0,0,0,NÃO,000,500.00000,8.599.56683
3542,23/07/2014,41,33,75,16,61,5.629.52500,0,&nbsp,&nbsp,000,65,6.67173,3708,16707.0,0,0,SIM,607.12675,1.300.00000,8.859.76402
3543,24/07/2014,45,25,36,52,42,6.568.16800,0,&nbsp,&nbsp,000,103,4.91232,5600,12907.0,0,0,SIM,1.315.48322,2.200.00000,9.163.34538
3544,25/07/2014,48,41,23,80,76,7.686.53100,0,&nbsp,&nbsp,000,81,7.31013,5191,16295.0,0,0,SIM,2.144.45166,3.000.00000,9.518.61758
3545,26/07/2014,37,80,70,65,54,7.529.88300,0,&nbsp,&nbsp,000,62,9.35570,4230,19589.0,0,0,SIM,2.956.52610,3.800.00000,9.866.64950
3546,28/07/2014,13,51,43,10,14,8.987.74400,1,RIO DE JANEIRO,RJ,3.925.82631,132,5.24513,9600,10302.0,0,0,NÃO,000,500.00000,10.282.06389
3547,29/07/2014,69,52,30,76,26,5.149.18400,0,&nbsp,&nbsp,000,45,8.81466,3081,18391.0,0,0,SIM,555.32347,1.200.00000,10.520.05967
3548,30/07/2014,39,59,79,5,57,6.648.56300,0,&nbsp,&nbsp,000,82,6.24588,6226,11751.0,0,0,SIM,1.272.35029,2.000.00000,10.827.35689
3549,31/07/2014,77,7,8,47,5,7.493.99800,2,MANAUS,AM,1.040.27733,148,3.90060,10702,7706.0,0,0,NÃO,000,500.00000,11.173.73020
3549,31/07/2014,77,7,8,47,5,7.493.99800,2,GUARULHOS,SP,1.040.27733,148,3.90060,10702,7706.0,0,0,NÃO,000,500.00000,11.173.73020
3550,01/08/2014,34,73,71,41,9,5.832.76800,1,ERECHIM,RS,629.04587,57,7.88278,4576,14027.0,0,0,NÃO,000,500.00000,11.443.32129
3551,02/08/2014,65,37,38,75,52,5.775.27700,2,BRASÍLIA,DF,311.42282,43,10.34628,4258,14926.0,0,0,NÃO,000,500.00000,11.710.25516
3551,02/08/2014,65,37,38,75,52,5.775.27700,2,TAQUARI,RS,311.42282,43,10.34628,4258,14926.0,0,0,NÃO,000,500.00000,11.710.25516
3552,04/08/2014,68,29,66,2,16,5.505.54000,1,RIO DE JANEIRO,RJ,593.75535,58,7.31226,4619,13116.0,0,0,NÃO,000,500.00000,11.964.72175
3553,05/08/2014,14,1,62,27,55,5.364.96200,1,DUQUE DE CAXIAS,RJ,578.59445,74,5.58489,5717,10327.0,0,0,NÃO,000,500.00000,12.212.69080
3554,06/08/2014,24,8,30,47,19,5.852.32300,1,BOM JESUS,RS,631.15482,120,3.75688,8085,7965.0,0,0,NÃO,000,500.00000,12.483.18573
3555,07/08/2014,11,31,44,68,19,5.411.62700,0,&nbsp,&nbsp,000,90,4.63196,5726,10400.0,0,0,SIM,583.62713,1.200.00000,12.733.31165
3556,08/08/2014,5,19,31,30,65,6.606.66300,0,&nbsp,&nbsp,000,145,3.50990,7334,9913.0,0,0,SIM,1.296.13517,2.000.00000,13.038.67225
3557,09/08/2014,63,56,38,10,1,6.971.84200,0,&nbsp,&nbsp,000,96,5.59443,6899,11120.0,0,0,SIM,2.048.02662,2.800.00000,13.360.91145
3558,11/08/2014,8,32,80,76,36,7.502.53300,0,&nbsp,&nbsp,000,104,5.55718,6049,13649.0,0,0,SIM,2.857.15146,3.700.00000,13.707.67925
3559,12/08/2014,14,56,39,34,55,8.832.16200,1,TAUBATÉ,SP,3.809.67263,96,7.08721,7805,12453.0,0,0,NÃO,000,500.00000,14.115.90262
3560,13/08/2014,45,51,34,14,44,5.442.37200,0,&nbsp,&nbsp,000,74,5.66548,5333,11230.0,0,0,SIM,586.94288,1.200.00000,14.367.44958
3561,14/08/2014,15,69,44,78,13,6.291.61200,0,&nbsp,&nbsp,000,83,5.83933,5836,11863.0,0,0,SIM,1.265.47364,2.000.00000,14.658.24849
3562,15/08/2014,29,50,44,16,23,6.605.89000,2,ALMENARA,MG,988.94916,75,6.78500,6303,11533.0,0,0,NÃO,000,500.00000,14.963.57336
3562,15/08/2014,29,50,44,16,23,6.605.89000,2,COSMÓPOLIS,SP,988.94916,75,6.78500,6303,11533.0,0,0,NÃO,000,500.00000,14.963.57336
3563,16/08/2014,67,63,48,41,71,5.313.77400,0,&nbsp,&nbsp,000,35,11.69539,3077,19004.0,0,0,SIM,573.07399,1.200.00000,15.209.17650
3564,18/08/2014,29,13,5,50,58,6.185.69500,0,&nbsp,&nbsp,000,109,4.37161,7808,8718.0,0,0,SIM,1.240.18194,2.000.00000,15.495.07991
3565,19/08/2014,75,26,53,18,48,7.022.67700,1,XINGUARA,PA,1.997.55580,144,3.75681,6710,11517.0,0,0,NÃO,000,500.00000,15.819.66872
3566,20/08/2014,35,68,45,34,71,5.313.87000,0,&nbsp,&nbsp,000,40,10.23365,3752,15585.0,0,0,SIM,573.08433,1.200.00000,16.065.27630
3567,21/08/2014,31,37,28,11,24,6.290.95300,0,&nbsp,&nbsp,000,81,5.98289,5604,12353.0,0,0,SIM,1.251.54403,2.000.00000,16.356.04476
3568,22/08/2014,29,13,9,38,78,6.993.96700,0,&nbsp,&nbsp,000,83,6.49120,7094,10849.0,0,0,SIM,2.005.82160,3.000.00000,16.679.30658
3569,23/08/2014,42,54,69,15,61,7.224.36300,0,&nbsp,&nbsp,000,66,8.43209,4988,15938.0,0,0,SIM,2.784.94666,3.500.00000,17.013.21733
3570,25/08/2014,35,22,8,15,45,7.866.46100,0,&nbsp,&nbsp,000,173,3.50278,9792,8840.0,0,0,SIM,3.633.32000,4.500.00000,17.376.80591
3571,26/08/2014,26,56,44,65,64,8.541.84400,0,&nbsp,&nbsp,000,111,5.92800,7146,13154.0,0,0,SIM,4.554.53129,5.500.00000,17.771.61076
3572,27/08/2014,65,72,39,62,41,9.922.37900,0,&nbsp,&nbsp,000,81,9.43649,5544,19695.0,0,0,SIM,5.624.62898,7.000.00000,18.230.22407
3573,28/08/2014,80,43,9,2,64,11.017.01200,0,&nbsp,&nbsp,000,109,7.78605,8285,14633.0,0,0,SIM,6.812.77944,8.000.00000,18.739.43142
3574,29/08/2014,73,64,7,55,52,11.293.50400,2,BRASÍLIA,DF,4.015.37435,141,6.17006,8371,14846.0,0,0,NÃO,000,500.00000,19.261.41826
3574,29/08/2014,73,64,7,55,52,11.293.50400,2,SÃO PAULO,SP,4.015.37435,141,6.17006,8371,14846.0,0,0,NÃO,000,500.00000,19.261.41826
3575,30/08/2014,16,2,19,36,22,5.236.80200,0,&nbsp,&nbsp,000,137,2.94460,7790,7397.0,0,0,SIM,564.77279,1.100.00000,19.503.46376
3576,01/09/2014,4,21,72,31,62,6.764.76200,0,&nbsp,&nbsp,000,50,10.42226,4342,17145.0,0,0,SIM,1.294.33132,2.000.00000,19.816.13172
3577,02/09/2014,51,55,78,31,34,7.365.49900,0,&nbsp,&nbsp,000,73,7.77247,4916,16488.0,0,0,SIM,2.088.67746,3.000.00000,20.156.56578
3578,03/09/2014,26,57,65,54,43,8.574.50400,1,CATANDUVA,SP,3.013.41103,163,4.05230,8699,10847.0,0,0,NÃO,000,500.00000,20.552.88018
3579,04/09/2014,58,11,73,34,35,5.157.89200,0,&nbsp,&nbsp,000,49,8.10878,4236,13399.0,0,0,SIM,556.26260,1.200.00000,20.791.27844
3580,05/09/2014,44,18,6,16,41,6.405.90600,0,&nbsp,&nbsp,000,83,5.94541,6215,11342.0,0,0,SIM,1.247.11962,2.000.00000,21.087.36003
3581,06/09/2014,53,77,34,17,63,6.127.26000,0,&nbsp,&nbsp,000,107,4.41126,5811,11603.0,0,0,SIM,1.907.92554,2.600.00000,21.370.56258
3582,08/09/2014,52,44,60,50,70,6.882.52600,0,&nbsp,&nbsp,000,58,9.14112,4859,15587.0,0,0,SIM,2.650.18455,3.500.00000,21.688.67358
3583,09/09/2014,44,39,54,23,57,8.559.65100,0,&nbsp,&nbsp,000,127,5.19197,8367,11258.0,0,0,SIM,3.573.31627,4.500.00000,22.084.30148
3584,10/09/2014,9,50,74,58,51,9.532.20700,0,&nbsp,&nbsp,000,90,8.15888,6335,16558.0,0,0,SIM,4.601.33513,5.700.00000,22.524.88100
3585,11/09/2014,59,65,50,23,16,10.529.33100,1,JUNDIAÍ,SP,5.736.89071,140,5.79365,8027,14435.0,0,0,NÃO,000,500.00000,23.011.54769
3586,12/09/2014,51,46,5,2,47,5.560.22200,1,SÃO PAULO,SP,599.65263,78,5.49132,5489,11147.0,0,0,NÃO,000,500.00000,23.268.54169
3587,13/09/2014,51,35,26,70,78,5.482.32700,0,&nbsp,&nbsp,000,31,13.62331,2744,21986.0,0,0,SIM,591.25190,1.300.00000,23.521.93536
3588,15/09/2014,63,45,15,47,21,6.254.51300,0,&nbsp,&nbsp,000,114,4.22638,6042,11391.0,0,0,SIM,1.265.78166,2.000.00000,23.811.01955
3589,16/09/2014,64,30,2,17,41,7.116.65800,0,&nbsp,&nbsp,000,75,7.30961,5083,15407.0,0,0,SIM,2.033.29108,2.800.00000,24.139.95217
3590,17/09/2014,73,71,46,6,78,8.003.08900,0,&nbsp,&nbsp,000,77,8.00657,5847,15062.0,0,0,SIM,2.896.39931,4.000.00000,24.509.85572
3591,18/09/2014,75,37,11,15,13,8.550.22000,1,SÃO PAULO,SP,3.818.51393,161,4.09101,10392,9054.0,0,0,NÃO,000,500.00000,24.905.04770
3592,19/09/2014,41,35,25,18,60,5.299.52600,0,&nbsp,&nbsp,000,37,11.03354,3634,16048.0,0,0,SIM,571.53738,1.200.00000,25.149.99230
3593,20/09/2014,45,69,20,65,35,5.872.98100,0,&nbsp,&nbsp,000,61,7.41666,4473,14449.0,0,0,SIM,1.204.92010,1.900.00000,25.421.44204
3594,22/09/2014,28,72,74,73,11,6.816.66200,1,TELÊMACO BORBA,PR,1.940.07588,81,6.48286,5674,13220.0,0,0,NÃO,000,500.00000,25.736.50882
3595,23/09/2014,35,41,8,45,54,5.081.36200,0,&nbsp,&nbsp,000,68,5.75640,5169,10818.0,0,0,SIM,548.00907,1.200.00000,25.971.36986
3596,24/09/2014,30,50,13,47,78,6.393.26000,0,&nbsp,&nbsp,000,75,6.56660,4902,14352.0,0,0,SIM,1.237.50226,2.000.00000,26.266.86695
3597,25/09/2014,21,68,28,1,54,6.913.72900,0,&nbsp,&nbsp,000,56,9.51051,4905,15511.0,0,0,SIM,1.983.12642,2.800.00000,26.586.42016
3598,26/09/2014,30,79,46,58,15,7.483.07100,0,&nbsp,&nbsp,000,85,6.78173,5157,15968.0,0,0,SIM,2.790.15233,3.500.00000,26.932.28842
3599,27/09/2014,71,35,45,73,9,7.652.28300,0,&nbsp,&nbsp,000,126,4.67843,7753,10861.0,0,0,SIM,3.615.42724,4.500.00000,27.285.97767
3600,29/09/2014,43,72,78,75,42,8.615.61500,2,FORTALEZA,CE,2.272.29726,114,5.82185,7292,13002.0,0,0,NÃO,000,500.00000,27.684.19223
3600,29/09/2014,43,72,78,75,42,8.615.61500,2,BRASÍLIA,DF,2.272.29726,114,5.82185,7292,13002.0,0,0,NÃO,000,500.00000,27.684.19223
3601,30/09/2014,7,2,6,79,31,5.037.72800,1,GOVERNADOR VALADARES,MG,543.30328,63,6.15990,4989,11112.0,0,0,NÃO,000,500.00000,27.917.03650
3602,01/10/2014,30,28,43,19,45,5.430.53300,2,ARACI,BA,292.83304,179,2.33706,5504,10857.0,0,0,NÃO,000,500.00000,28.168.03626
3602,01/10/2014,30,28,43,19,45,5.430.53300,2,RIO DE JANEIRO,RJ,292.83304,179,2.33706,5504,10857.0,0,0,NÃO,000,500.00000,28.168.03626
3603,02/10/2014,38,1,49,62,73,5.311.16000,0,&nbsp,&nbsp,000,37,11.05776,3056,19125.0,0,0,SIM,572.79207,1.200.00000,28.413.51859
3604,03/10/2014,64,32,1,47,18,6.558.71300,0,&nbsp,&nbsp,000,94,5.37490,5309,13595.0,0,0,SIM,1.280.12885,2.000.00000,28.716.66294
3605,04/10/2014,44,78,34,12,24,7.019.60500,0,&nbsp,&nbsp,000,111,4.87158,7575,10197.0,0,0,SIM,2.037.17139,2.800.00000,29.041.10977
3606,06/10/2014,26,53,55,12,28,7.250.21200,2,SETE LAGOAS,MG,1.409.54210,140,3.98935,7787,10246.0,0,0,NÃO,000,500.00000,29.376.21525
3606,06/10/2014,26,53,55,12,28,7.250.21200,2,Curitiba,PR,1.409.54210,140,3.98935,7787,10246.0,0,0,NÃO,000,500.00000,29.376.21525
3607,07/10/2014,74,68,51,11,69,5.284.96900,0,&nbsp,&nbsp,000,66,6.16848,3390,17156.0,0,0,SIM,569.96745,1.200.00000,29.620.48703
3608,08/10/2014,46,38,33,63,10,6.602.61200,0,&nbsp,&nbsp,000,109,4.66626,6495,11187.0,0,0,SIM,1.282.03860,2.000.00000,29.925.66039
3609,09/10/2014,77,37,50,69,23,7.183.16800,0,&nbsp,&nbsp,000,92,6.01461,5337,14811.0,0,0,SIM,2.056.72092,3.000.00000,30.257.66711
3610,10/10/2014,23,1,13,12,71,7.838.31300,1,INDIAPORÃ,SP,2.902.05858,155,3.89557,9243,9332.0,0,0,NÃO,000,500.00000,30.619.95468
3611,11/10/2014,18,62,16,40,75,5.297.96700,0,&nbsp,&nbsp,000,41,9.95417,3097,18825.0,0,0,SIM,571.36925,1.200.00000,30.864.82722
3612,13/10/2014,33,3,34,58,7,6.178.03500,2,ITATI,RS,618.82555,144,3.30497,8480,8017.0,0,0,NÃO,000,500.00000,31.150.37660
3612,13/10/2014,33,3,34,58,7,6.178.03500,2,AVARÉ,SP,618.82555,144,3.30497,8480,8017.0,0,0,NÃO,000,500.00000,31.150.37660
3613,14/10/2014,33,28,22,31,19,5.032.85900,0,&nbsp,&nbsp,000,91,4.26043,5467,10130.0,0,0,SIM,542.77818,1.200.00000,31.382.99582
3614,15/10/2014,53,32,54,63,59,6.168.96300,0,&nbsp,&nbsp,000,49,9.69830,4833,14046.0,0,0,SIM,1.208.08163,2.000.00000,31.668.12588
3615,16/10/2014,21,58,69,61,39,6.874.19100,0,&nbsp,&nbsp,000,46,11.51181,3806,19876.0,0,0,SIM,1.949.44174,3.000.00000,31.985.85164
3616,17/10/2014,26,36,38,14,50,7.429.50500,0,&nbsp,&nbsp,000,109,5.25065,6150,13294.0,0,0,SIM,2.750.69073,3.500.00000,32.329.24407
3617,18/10/2014,4,79,60,5,75,7.455.08400,2,ENTRE RIOS,BA,1.777.34917,76,7.55646,5948,13793.0,0,0,NÃO,000,500.00000,32.673.81878
3617,18/10/2014,4,79,60,5,75,7.455.08400,2,ASSIS,SP,1.777.34917,76,7.55646,5948,13793.0,0,0,NÃO,000,500.00000,32.673.81878
3618,20/10/2014,49,54,44,17,13,4.504.09900,0,&nbsp,&nbsp,000,123,2.82086,6432,7706.0,0,0,SIM,485.75305,1.000.00000,32.881.99867
3619,21/10/2014,57,71,31,19,67,5.837.25200,0,&nbsp,&nbsp,000,51,8.81694,3894,16496.0,0,0,SIM,1.115.28250,1.800.00000,33.151.79703
3620,22/10/2014,59,50,17,73,40,6.838.73300,0,&nbsp,&nbsp,000,42,12.54313,4111,18306.0,0,0,SIM,1.852.81857,2.700.00000,33.467.88392
3621,23/10/2014,63,57,19,55,13,7.168.69400,2,MACEIÓ,AL,1.312.96995,133,4.15210,8325,9476.0,0,0,NÃO,000,500.00000,33.799.22166
3621,23/10/2014,63,57,19,55,13,7.168.69400,2,BRASÍLIA,DF,1.312.96995,133,4.15210,8325,9476.0,0,0,NÃO,000,500.00000,33.799.22166
3622,24/10/2014,15,55,51,18,4,5.034.86000,0,&nbsp,&nbsp,000,86,4.50992,6142,9021.0,0,0,SIM,542.99398,1.200.00000,34.031.93337
3623,25/10/2014,68,72,40,61,31,5.869.10100,1,BRASÍLIA,DF,1.175.95825,37,12.21939,2970,21746.0,0,0,NÃO,000,500.00000,34.303.20379
3624,27/10/2014,40,54,1,80,78,4.672.64300,0,&nbsp,&nbsp,000,42,8.57024,4065,12649.0,0,0,SIM,503.93000,1.100.00000,34.519.17380
3625,28/10/2014,29,77,42,75,53,5.826.70700,1,CAMPO GRANDE,MS,1.132.32222,67,6.69928,4862,13188.0,0,0,NÃO,000,500.00000,34.788.48476
3626,29/10/2014,4,58,21,43,52,5.073.64700,0,&nbsp,&nbsp,000,64,6.10689,4277,13054.0,0,0,SIM,547.17703,1.100.00000,35.022.98921
3627,30/10/2014,35,37,80,57,3,5.894.64200,0,&nbsp,&nbsp,000,79,5.74791,5424,11959.0,0,0,SIM,1.182.89582,2.000.00000,35.295.44013
3628,31/10/2014,8,37,76,55,13,6.852.20800,0,&nbsp,&nbsp,000,143,3.69126,6887,10949.0,0,0,SIM,1.921.88513,3.000.00000,35.612.14984
3629,01/11/2014,45,57,1,8,25,7.221.68500,0,&nbsp,&nbsp,000,131,4.24665,8118,9789.0,0,0,SIM,2.700.72138,3.500.00000,35.945.93681
3630,03/11/2014,13,14,43,56,23,7.856.71200,0,&nbsp,&nbsp,000,113,5.35602,9305,9291.0,0,0,SIM,3.548.04331,4.500.00000,36.309.07479
3631,04/11/2014,54,55,75,32,6,9.481.67700,0,&nbsp,&nbsp,000,219,3.33519,7658,13625.0,0,0,SIM,4.570.61267,5.700.00000,36.747.31881
3632,05/11/2014,38,69,55,6,14,10.714.54700,0,&nbsp,&nbsp,000,179,4.61106,9334,12632.0,0,0,SIM,5.726.14322,7.000.00000,37.242.54619
3633,06/11/2014,20,49,57,77,1,9.827.70900,0,&nbsp,&nbsp,000,85,8.90662,6795,15916.0,0,0,SIM,6.786.03106,8.000.00000,37.696.78384
3634,07/11/2014,15,3,61,30,53,12.964.48000,4,FORTALEZA,CE,2.046.05247,202,4.94406,10859,13138.0,0,0,NÃO,000,500.00000,38.296.00334
3634,07/11/2014,15,3,61,30,53,12.964.48000,4,FATIMA DO SUL,MS,2.046.05247,202,4.94406,10859,13138.0,0,0,NÃO,000,500.00000,38.296.00334
3634,07/11/2014,15,3,61,30,53,12.964.48000,4,LINDOESTE,PR,2.046.05247,202,4.94406,10859,13138.0,0,0,NÃO,000,500.00000,38.296.00334
3634,07/11/2014,15,3,61,30,53,12.964.48000,4,LINDOESTE,PR,2.046.05247,202,4.94406,10859,13138.0,0,0,NÃO,000,500.00000,38.296.00334
3635,08/11/2014,64,59,44,42,56,5.518.90500,0,&nbsp,&nbsp,000,80,5.31426,5111,11883.0,0,0,SIM,595.19673,1.300.00000,38.551.08766
3636,10/11/2014,59,9,72,42,12,6.064.45200,0,&nbsp,&nbsp,000,85,5.49607,5446,12254.0,0,0,SIM,1.249.22899,1.900.00000,38.831.38721
3637,11/11/2014,63,42,19,29,52,7.279.85600,0,&nbsp,&nbsp,000,75,7.47724,5224,15335.0,0,0,SIM,2.034.33880,2.800.00000,39.167.86285
3638,12/11/2014,19,38,44,46,70,8.320.70000,0,&nbsp,&nbsp,000,107,5.99040,7748,11818.0,0,0,SIM,2.931.70040,3.800.00000,39.552.44640
3639,13/11/2014,39,34,29,63,32,8.534.81300,0,&nbsp,&nbsp,000,116,5.66781,6799,13814.0,0,0,SIM,3.852.15342,5.000.00000,39.946.92627
3640,14/11/2014,49,74,16,68,1,10.360.87000,0,&nbsp,&nbsp,000,107,7.45920,6672,17089.0,0,0,SIM,4.969.54101,6.000.00000,40.425.80667
3641,17/11/2014,9,4,63,61,53,10.766.87100,1,SÃO PAULO,SP,6.130.71454,171,4.85035,8976,13200.0,0,0,NÃO,000,500.00000,40.923.45248
3642,18/11/2014,70,12,17,2,14,5.161.95700,0,&nbsp,&nbsp,000,93,4.27574,6677,8507.0,0,0,SIM,556.70099,1.200.00000,41.162.03864
3643,19/11/2014,33,80,64,53,21,6.566.72500,0,&nbsp,&nbsp,000,45,11.24128,3884,18605.0,0,0,SIM,1.264.90184,2.000.00000,41.465.55329
3644,20/11/2014,33,58,75,29,60,4.959.45400,1,ANCHIETA,ES,1.799.76351,53,7.20838,3823,14276.0,0,0,NÃO,000,500.00000,41.694.77974
3645,21/11/2014,46,17,9,26,42,5.517.42200,0,&nbsp,&nbsp,000,88,4.82984,6201,9791.0,0,0,SIM,595.03678,1.300.00000,41.949.79551
3646,22/11/2014,39,15,3,63,2,6.004.47300,0,&nbsp,&nbsp,000,74,6.25062,6179,10693.0,0,0,SIM,1.242.60050,2.000.00000,42.227.32283
3647,24/11/2014,35,9,24,63,79,6.701.36800,0,&nbsp,&nbsp,000,83,6.21964,6164,11964.0,0,0,SIM,1.965.32218,2.800.00000,42.537.06070
3648,25/11/2014,40,17,52,54,80,7.427.03600,1,SANTA MARIA DA SERRA,SP,2.766.30490,80,7.15163,5490,14887.0,0,0,NÃO,000,500.00000,42.880.33902
3649,26/11/2014,4,17,1,24,42,5.388.17600,1,GRAVATAÍ,RS,581.09801,196,2.11771,9270,6396.0,0,0,NÃO,000,500.00000,43.129.38103
3650,27/11/2014,43,55,29,63,15,5.209.42800,2,MANAUS,AM,280.91030,83,4.83495,5225,10971.0,0,0,NÃO,000,500.00000,43.370.16129
3650,27/11/2014,43,55,29,63,15,5.209.42800,2,BELO HORIZONTE,MG,280.91030,83,4.83495,5225,10971.0,0,0,NÃO,000,500.00000,43.370.16129
3651,28/11/2014,44,80,70,66,17,5.569.49900,0,&nbsp,&nbsp,000,68,6.30938,4829,12692.0,0,0,SIM,600.65313,1.200.00000,43.627.58407
3652,29/11/2014,10,50,20,32,13,6.363.42500,0,&nbsp,&nbsp,000,138,3.55215,8699,8050.0,0,0,SIM,1.286.92870,2.000.00000,43.921.70219
3653,01/12/2014,58,13,37,16,9,7.132.42000,1,SÃO PAULO,SP,2.056.13800,172,3.19439,8634,9090.0,0,0,NÃO,000,500.00000,44.251.36332
3654,02/12/2014,29,20,53,18,11,5.482.73600,0,&nbsp,&nbsp,000,71,5.94865,6027,10011.0,0,0,SIM,591.29601,1.200.00000,44.504.77591
3655,03/12/2014,22,29,2,11,13,6.865.30600,0,&nbsp,&nbsp,000,297,1.78067,11966,6313.0,0,0,SIM,1.331.69789,2.200.00000,44.822.09102
3656,04/12/2014,3,26,79,55,13,7.514.42700,0,&nbsp,&nbsp,000,121,4.78399,8815,9381.0,0,0,SIM,2.142.10545,3.000.00000,45.169.40856
3657,05/12/2014,44,75,9,57,35,8.414.49500,1,GOIÂNIA,GO,3.049.58255,145,4.47033,8523,10864.0,0,0,NÃO,000,500.00000,45.558.32732
3658,06/12/2014,36,54,39,10,79,5.797.31400,0,&nbsp,&nbsp,000,69,6.47228,5231,12196.0,0,0,SIM,625.22227,1.300.00000,45.826.27973
3659,08/12/2014,4,44,49,57,33,5.647.88800,1,RONDONÓPOLIS,MT,1.234.32940,97,4.48532,8039,7731.0,0,0,NÃO,000,500.00000,46.087.32567
3660,09/12/2014,58,64,8,2,10,5.346.88700,1,ARAÇATUBA,SP,576.64512,96,4.29051,6783,8674.0,0,0,NÃO,000,500.00000,46.334.45930
3661,10/12/2014,32,2,63,6,66,5.467.44300,0,&nbsp,&nbsp,000,70,6.01681,4588,13114.0,0,0,SIM,589.64671,1.300.00000,46.587.16504
3662,11/12/2014,61,58,28,56,76,6.431.71800,0,&nbsp,&nbsp,000,63,7.86441,4523,15648.0,0,0,SIM,1.283.28748,2.000.00000,46.884.43966
3663,12/12/2014,79,67,17,32,62,7.212.76100,0,&nbsp,&nbsp,000,74,7.50844,5013,15833.0,0,0,SIM,2.061.16130,3.000.00000,47.217.81417
3664,13/12/2014,70,69,53,55,60,7.628.59900,0,&nbsp,&nbsp,000,58,10.13203,4750,17673.0,0,0,SIM,2.883.88196,3.800.00000,47.570.40874
3665,15/12/2014,26,58,61,60,22,8.257.13000,0,&nbsp,&nbsp,000,86,7.39623,5254,17295.0,0,0,SIM,3.774.38773,4.700.00000,47.952.05408
3666,16/12/2014,44,70,72,27,41,9.457.06400,0,&nbsp,&nbsp,000,100,7.28511,7240,14374.0,0,0,SIM,4.794.30264,6.000.00000,48.389.16049
3667,17/12/2014,63,22,65,18,49,10.464.21100,1,JUAZEIRO DO NORTE,CE,5.922.83524,152,5.30325,8618,13362.0,0,0,NÃO,000,500.00000,48.872.81732
3668,18/12/2014,39,26,56,54,9,5.249.12300,1,LIMEIRA,SP,566.10158,87,4.64779,5730,10081.0,0,0,NÃO,000,500.00000,49.115.43229
3669,19/12/2014,40,45,13,55,39,5.539.33200,1,TAUBATÉ,SP,597.39971,63,6.77324,5478,11127.0,0,0,NÃO,000,500.00000,49.371.46075
3670,20/12/2014,6,67,72,36,8,5.489.38200,0,&nbsp,&nbsp,000,50,8.45733,4425,13651.0,0,0,SIM,592.01276,1.200.00000,49.625.18052
3671,22/12/2014,29,3,25,39,16,6.312.00600,0,&nbsp,&nbsp,000,103,4.72073,7127,9746.0,0,0,SIM,1.272.74296,2.000.00000,49.916.92205
3672,23/12/2014,16,17,9,75,28,7.116.54300,0,&nbsp,&nbsp,000,88,6.22968,6517,12017.0,0,0,SIM,2.040.23997,2.500.00000,50.245.84934
3673,24/12/2014,66,6,80,2,29,5.904.65600,1,TORRES,RS,2.677.03873,68,6.68906,5609,11584.0,0,0,NÃO,000,500.00000,50.518.76310
3674,26/12/2014,30,5,69,24,21,5.347.33400,0,&nbsp,&nbsp,000,74,5.56654,4918,11965.0,0,0,SIM,576.69332,1.200.00000,50.765.91740
3675,27/12/2014,79,49,77,34,52,5.794.02800,0,&nbsp,&nbsp,000,79,5.64980,5031,12673.0,0,0,SIM,1.201.56120,1.900.00000,51.033.71794
3676,29/12/2014,37,39,13,15,5,6.680.72700,3,IBIRITÉ,MG,640.68560,220,2.33927,10429,7049.0,0,0,NÃO,000,500.00000,51.342.50178
