Concurso,Data Sorteio,Bola1,Bola2,Bola3,Bola4,Bola5,Bola6,Bola7,Bola8,Bola9,Bola10,Bola11,Bola12,Bola13,Bola14,Bola15,Arrecadacao_Total,Ganhadores_15_Números,Cidade,UF,Ganhadores_14_Números,Ganhadores_13_Números,Ganhadores_12_Números,Ganhadores_11_Números,Valor_Rateio_15_Números,Valor_Rateio_14_Números,Valor_Rateio_13_Números,Valor_Rateio_12_Números,Valor_Rateio_11_Números,Acumulado_15_Números,Estimativa_Premio,Valor_Acumulado_Especial
47,16/08/2004,6,8,25,18,20,5,11,10,15,13,4,22,3,2,1,000,16,,PA,933,25668,259783,1267303,94.68543,69326.0,1000,400,200,000,000,000
47,16/08/2004,6,8,25,18,20,5,11,10,15,13,4,22,3,2,1,000,16,,PE,933,25668,259783,1267303,94.68543,69326.0,1000,400,200,000,000,000
47,16/08/2004,6,8,25,18,20,5,11,10,15,13,4,22,3,2,1,000,16,,PR,933,25668,259783,1267303,94.68543,69326.0,1000,400,200,000,000,000
47,16/08/2004,6,8,25,18,20,5,11,10,15,13,4,22,3,2,1,000,16,,RJ,933,25668,259783,1267303,94.68543,69326.0,1000,400,200,000,000,000
47,16/08/2004,6,8,25,18,20,5,11,10,15,13,4,22,3,2,1,000,16,,RJ,933,25668,259783,1267303,94.68543,69326.0,1000,400,200,000,000,000
47,16/08/2004,6,8,25,18,20,5,11,10,15,13,4,22,3,2,1,000,16,,RJ,933,25668,259783,1267303,94.68543,69326.0,1000,400,200,000,000,000
47,16/08/2004,6,8,25,18,20,5,11,10,15,13,4,22,3,2,1,000,16,,SE,933,25668,259783,1267303,94.68543,69326.0,1000,400,200,000,000,000
47,16/08/2004,6,8,25,18,20,5,11,10,15,13,4,22,3,2,1,000,16,,SE,933,25668,259783,1267303,94.68543,69326.0,1000,400,200,000,000,000
47,16/08/2004,6,8,25,18,20,5,11,10,15,13,4,22,3,2,1,000,16,,SP,933,25668,259783,1267303,94.68543,69326.0,1000,400,200,000,000,000
47,16/08/2004,6,8,25,18,20,5,11,10,15,13,4,22,3,2,1,000,16,,SP,933,25668,259783,1267303,94.68543,69326.0,1000,400,200,000,000,000
47,16/08/2004,6,8,25,18,20,5,11,10,15,13,4,22,3,2,1,000,16,,SP,933,25668,259783,1267303,94.68543,69326.0,1000,400,200,000,000,000
47,16/08/2004,6,8,25,18,20,5,11,10,15,13,4,22,3,2,1,000,16,,SP,933,25668,259783,1267303,94.68543,69326.0,1000,400,200,000,000,000
47,16/08/2004,6,8,25,18,20,5,11,10,15,13,4,22,3,2,1,000,16,,SP,933,25668,259783,1267303,94.68543,69326.0,1000,400,200,000,000,000
47,16/08/2004,6,8,25,18,20,5,11,10,15,13,4,22,3,2,1,000,16,,SP,933,25668,259783,1267303,94.68543,69326.0,1000,400,200,000,000,000
48,23/08/2004,15,6,21,20,2,17,5,23,11,7,13,16,18,19,22,000,2,,DF,331,13606,193466,1299636,777.34331,2.01297,1000,400,200,000,000,000
48,23/08/2004,15,6,21,20,2,17,5,23,11,7,13,16,18,19,22,000,2,,GO,331,13606,193466,1299636,777.34331,2.01297,1000,400,200,000,000,000
49,30/08/2004,11,2,24,8,20,16,4,13,19,6,15,22,5,23,21,000,0, , ,673,22438,282506,1269761,000,80600.0,1000,400,200,1.265.68265,000,000
50,06/09/2004,2,3,7,25,21,23,10,1,13,11,20,6,12,19,9,000,1,,SP,659,21583,298054,1545777,2.776.08901,98227.0,1000,400,200,000,000,000
51,13/09/2004,8,1,13,14,5,22,21,7,6,23,3,17,20,11,16,000,2,,GO,765,22722,302341,1520867,545.22930,60858.0,1000,400,200,000,000,000
51,13/09/2004,8,1,13,14,5,22,21,7,6,23,3,17,20,11,16,000,2,,SP,765,22722,302341,1520867,545.22930,60858.0,1000,400,200,000,000,000
52,20/09/2004,25,4,16,2,15,21,12,9,11,8,24,23,1,13,22,000,3,,MA,420,24265,205595,1156747,532.06525,1.62877,1000,400,200,000,000,000
52,20/09/2004,25,4,16,2,15,21,12,9,11,8,24,23,1,13,22,000,3,,SC,420,24265,205595,1156747,532.06525,1.62877,1000,400,200,000,000,000
52,20/09/2004,25,4,16,2,15,21,12,9,11,8,24,23,1,13,22,000,3,,SP,420,24265,205595,1156747,532.06525,1.62877,1000,400,200,000,000,000
53,27/09/2004,23,3,7,17,20,14,12,2,18,24,6,1,11,9,19,000,4,,AM,564,19767,262234,1425498,269.88795,82033.0,1000,400,200,000,000,000
53,27/09/2004,23,3,7,17,20,14,12,2,18,24,6,1,11,9,19,000,4,,RJ,564,19767,262234,1425498,269.88795,82033.0,1000,400,200,000,000,000
53,27/09/2004,23,3,7,17,20,14,12,2,18,24,6,1,11,9,19,000,4,,SP,564,19767,262234,1425498,269.88795,82033.0,1000,400,200,000,000,000
53,27/09/2004,23,3,7,17,20,14,12,2,18,24,6,1,11,9,19,000,4,,SP,564,19767,262234,1425498,269.88795,82033.0,1000,400,200,000,000,000
54,04/10/2004,22,8,12,9,21,5,20,4,24,2,7,6,14,16,18,000,27,,BA,2269,40058,272073,1157000,46.14984,23447.0,1000,400,200,000,000,000
54,04/10/2004,22,8,12,9,21,5,20,4,24,2,7,6,14,16,18,000,27,,BA,2269,40058,272073,1157000,46.14984,23447.0,1000,400,200,000,000,000
54,04/10/2004,22,8,12,9,21,5,20,4,24,2,7,6,14,16,18,000,27,,BA,2269,40058,272073,1157000,46.14984,23447.0,1000,400,200,000,000,000
54,04/10/2004,22,8,12,9,21,5,20,4,24,2,7,6,14,16,18,000,27,,ES,2269,40058,272073,1157000,46.14984,23447.0,1000,400,200,000,000,000
54,04/10/2004,22,8,12,9,21,5,20,4,24,2,7,6,14,16,18,000,27,,GO,2269,40058,272073,1157000,46.14984,23447.0,1000,400,200,000,000,000
54,04/10/2004,22,8,12,9,21,5,20,4,24,2,7,6,14,16,18,000,27,,GO,2269,40058,272073,1157000,46.14984,23447.0,1000,400,200,000,000,000
54,04/10/2004,22,8,12,9,21,5,20,4,24,2,7,6,14,16,18,000,27,,MG,2269,40058,272073,1157000,46.14984,23447.0,1000,400,200,000,000,000
54,04/10/2004,22,8,12,9,21,5,20,4,24,2,7,6,14,16,18,000,27,,MG,2269,40058,272073,1157000,46.14984,23447.0,1000,400,200,000,000,000
54,04/10/2004,22,8,12,9,21,5,20,4,24,2,7,6,14,16,18,000,27,,MS,2269,40058,272073,1157000,46.14984,23447.0,1000,400,200,000,000,000
54,04/10/2004,22,8,12,9,21,5,20,4,24,2,7,6,14,16,18,000,27,,MT,2269,40058,272073,1157000,46.14984,23447.0,1000,400,200,000,000,000
54,04/10/2004,22,8,12,9,21,5,20,4,24,2,7,6,14,16,18,000,27,,PA,2269,40058,272073,1157000,46.14984,23447.0,1000,400,200,000,000,000
54,04/10/2004,22,8,12,9,21,5,20,4,24,2,7,6,14,16,18,000,27,,PA,2269,40058,272073,1157000,46.14984,23447.0,1000,400,200,000,000,000
54,04/10/2004,22,8,12,9,21,5,20,4,24,2,7,6,14,16,18,000,27,,PR,2269,40058,272073,1157000,46.14984,23447.0,1000,400,200,000,000,000
54,04/10/2004,22,8,12,9,21,5,20,4,24,2,7,6,14,16,18,000,27,,PR,2269,40058,272073,1157000,46.14984,23447.0,1000,400,200,000,000,000
54,04/10/2004,22,8,12,9,21,5,20,4,24,2,7,6,14,16,18,000,27,,PR,2269,40058,272073,1157000,46.14984,23447.0,1000,400,200,000,000,000
54,04/10/2004,22,8,12,9,21,5,20,4,24,2,7,6,14,16,18,000,27,,RJ,2269,40058,272073,1157000,46.14984,23447.0,1000,400,200,000,000,000
54,04/10/2004,22,8,12,9,21,5,20,4,24,2,7,6,14,16,18,000,27,,RJ,2269,40058,272073,1157000,46.14984,23447.0,1000,400,200,000,000,000
54,04/10/2004,22,8,12,9,21,5,20,4,24,2,7,6,14,16,18,000,27,,RO,2269,40058,272073,1157000,46.14984,23447.0,1000,400,200,000,000,000
54,04/10/2004,22,8,12,9,21,5,20,4,24,2,7,6,14,16,18,000,27,,RS,2269,40058,272073,1157000,46.14984,23447.0,1000,400,200,000,000,000
54,04/10/2004,22,8,12,9,21,5,20,4,24,2,7,6,14,16,18,000,27,,SP,2269,40058,272073,1157000,46.14984,23447.0,1000,400,200,000,000,000
54,04/10/2004,22,8,12,9,21,5,20,4,24,2,7,6,14,16,18,000,27,,SP,2269,40058,272073,1157000,46.14984,23447.0,1000,400,200,000,000,000
54,04/10/2004,22,8,12,9,21,5,20,4,24,2,7,6,14,16,18,000,27,,SP,2269,40058,272073,1157000,46.14984,23447.0,1000,400,200,000,000,000
54,04/10/2004,22,8,12,9,21,5,20,4,24,2,7,6,14,16,18,000,27,,SP,2269,40058,272073,1157000,46.14984,23447.0,1000,400,200,000,000,000
54,04/10/2004,22,8,12,9,21,5,20,4,24,2,7,6,14,16,18,000,27,,SP,2269,40058,272073,1157000,46.14984,23447.0,1000,400,200,000,000,000
54,04/10/2004,22,8,12,9,21,5,20,4,24,2,7,6,14,16,18,000,27,,SP,2269,40058,272073,1157000,46.14984,23447.0,1000,400,200,000,000,000
54,04/10/2004,22,8,12,9,21,5,20,4,24,2,7,6,14,16,18,000,27,,SP,2269,40058,272073,1157000,46.14984,23447.0,1000,400,200,000,000,000
54,04/10/2004,22,8,12,9,21,5,20,4,24,2,7,6,14,16,18,000,27,,SP,2269,40058,272073,1157000,46.14984,23447.0,1000,400,200,000,000,000
55,11/10/2004,4,6,12,15,2,3,13,16,8,9,7,25,5,18,19,000,6,,MA,682,24083,253488,1334310,213.17474,80376.0,1000,400,200,000,000,000
55,11/10/2004,4,6,12,15,2,3,13,16,8,9,7,25,5,18,19,000,6,,RS,682,24083,253488,1334310,213.17474,80376.0,1000,400,200,000,000,000
55,11/10/2004,4,6,12,15,2,3,13,16,8,9,7,25,5,18,19,000,6,,SP,682,24083,253488,1334310,213.17474,80376.0,1000,400,200,000,000,000
55,11/10/2004,4,6,12,15,2,3,13,16,8,9,7,25,5,18,19,000,6,,SP,682,24083,253488,1334310,213.17474,80376.0,1000,400,200,000,000,000
55,11/10/2004,4,6,12,15,2,3,13,16,8,9,7,25,5,18,19,000,6,,SP,682,24083,253488,1334310,213.17474,80376.0,1000,400,200,000,000,000
55,11/10/2004,4,6,12,15,2,3,13,16,8,9,7,25,5,18,19,000,6,,SP,682,24083,253488,1334310,213.17474,80376.0,1000,400,200,000,000,000
56,18/10/2004,19,1,5,14,16,15,17,2,13,22,20,12,23,9,24,000,0, , ,401,17323,225472,1396834,000,1.42728,1000,400,200,1.335.46147,000,000
57,25/10/2004,25,17,8,11,3,6,19,22,21,7,20,1,4,12,2,000,1,,MG,571,33796,229355,1390034,3.278.85727,1.45864,1000,400,200,000,000,000
58,01/11/2004,20,14,11,13,19,18,15,16,5,3,6,12,17,22,4,000,6,,DF,559,17361,165098,1095964,294.48282,1.35464,1000,400,200,000,000,000
58,01/11/2004,20,14,11,13,19,18,15,16,5,3,6,12,17,22,4,000,6,,MG,559,17361,165098,1095964,294.48282,1.35464,1000,400,200,000,000,000
58,01/11/2004,20,14,11,13,19,18,15,16,5,3,6,12,17,22,4,000,6,,MG,559,17361,165098,1095964,294.48282,1.35464,1000,400,200,000,000,000
58,01/11/2004,20,14,11,13,19,18,15,16,5,3,6,12,17,22,4,000,6,,PR,559,17361,165098,1095964,294.48282,1.35464,1000,400,200,000,000,000
58,01/11/2004,20,14,11,13,19,18,15,16,5,3,6,12,17,22,4,000,6,,RJ,559,17361,165098,1095964,294.48282,1.35464,1000,400,200,000,000,000
58,01/11/2004,20,14,11,13,19,18,15,16,5,3,6,12,17,22,4,000,6,,SP,559,17361,165098,1095964,294.48282,1.35464,1000,400,200,000,000,000
59,08/11/2004,6,8,14,1,23,20,3,15,25,11,5,7,13,10,19,000,2,,MG,662,27187,351810,1707263,439.88444,56739.0,1000,400,200,000,000,000
59,08/11/2004,6,8,14,1,23,20,3,15,25,11,5,7,13,10,19,000,2,,SP,662,27187,351810,1707263,439.88444,56739.0,1000,400,200,000,000,000
60,16/11/2004,17,22,16,5,3,2,18,8,25,11,1,19,4,23,24,000,3,,MG,362,30873,165747,1022631,485.55653,1.72455,1000,400,200,000,000,000
60,16/11/2004,17,22,16,5,3,2,18,8,25,11,1,19,4,23,24,000,3,,PR,362,30873,165747,1022631,485.55653,1.72455,1000,400,200,000,000,000
60,16/11/2004,17,22,16,5,3,2,18,8,25,11,1,19,4,23,24,000,3,,SP,362,30873,165747,1022631,485.55653,1.72455,1000,400,200,000,000,000
61,22/11/2004,4,15,1,23,9,14,12,11,13,19,25,16,22,5,20,000,2,,ES,300,14553,253317,1311870,698.01729,1.99434,1000,400,200,000,000,000
61,22/11/2004,4,15,1,23,9,14,12,11,13,19,25,16,22,5,20,000,2,,TO,300,14553,253317,1311870,698.01729,1.99434,1000,400,200,000,000,000
62,29/11/2004,9,7,1,13,20,11,3,17,25,8,14,16,15,18,24,000,5,,GO,432,19513,234116,1336449,282.08766,1.39925,1000,400,200,000,000,000
62,29/11/2004,9,7,1,13,20,11,3,17,25,8,14,16,15,18,24,000,5,,MT,432,19513,234116,1336449,282.08766,1.39925,1000,400,200,000,000,000
62,29/11/2004,9,7,1,13,20,11,3,17,25,8,14,16,15,18,24,000,5,,PR,432,19513,234116,1336449,282.08766,1.39925,1000,400,200,000,000,000
62,29/11/2004,9,7,1,13,20,11,3,17,25,8,14,16,15,18,24,000,5,,SP,432,19513,234116,1336449,282.08766,1.39925,1000,400,200,000,000,000
62,29/11/2004,9,7,1,13,20,11,3,17,25,8,14,16,15,18,24,000,5,,SP,432,19513,234116,1336449,282.08766,1.39925,1000,400,200,000,000,000
63,06/12/2004,13,19,22,17,10,4,25,9,24,8,16,11,21,12,20,000,2,,GO,379,15221,209528,1301392,870.85642,1.96952,1000,400,200,000,000,000
63,06/12/2004,13,19,22,17,10,4,25,9,24,8,16,11,21,12,20,000,2,,RJ,379,15221,209528,1301392,870.85642,1.96952,1000,400,200,000,000,000
64,13/12/2004,13,1,10,6,25,23,14,9,7,2,18,8,20,3,17,000,4,,PA,525,20308,280806,1586899,323.45535,1.05618,1000,400,200,000,000,000
64,13/12/2004,13,1,10,6,25,23,14,9,7,2,18,8,20,3,17,000,4,,RO,525,20308,280806,1586899,323.45535,1.05618,1000,400,200,000,000,000
64,13/12/2004,13,1,10,6,25,23,14,9,7,2,18,8,20,3,17,000,4,,SP,525,20308,280806,1586899,323.45535,1.05618,1000,400,200,000,000,000
64,13/12/2004,13,1,10,6,25,23,14,9,7,2,18,8,20,3,17,000,4,,SP,525,20308,280806,1586899,323.45535,1.05618,1000,400,200,000,000,000
65,20/12/2004,23,19,10,7,1,17,4,2,22,16,21,15,20,18,25,000,0, , ,300,13067,218281,1147456,000,2.73519,1000,400,200,1.914.63324,000,000
66,27/12/2004,8,10,23,17,11,20,2,14,21,22,15,16,24,4,1,000,8,,BA,834,25470,309390,1631513,434.10549,80073.0,1000,400,200,000,000,000
66,27/12/2004,8,10,23,17,11,20,2,14,21,22,15,16,24,4,1,000,8,,CE,834,25470,309390,1631513,434.10549,80073.0,1000,400,200,000,000,000
66,27/12/2004,8,10,23,17,11,20,2,14,21,22,15,16,24,4,1,000,8,,MG,834,25470,309390,1631513,434.10549,80073.0,1000,400,200,000,000,000
66,27/12/2004,8,10,23,17,11,20,2,14,21,22,15,16,24,4,1,000,8,,PR,834,25470,309390,1631513,434.10549,80073.0,1000,400,200,000,000,000
66,27/12/2004,8,10,23,17,11,20,2,14,21,22,15,16,24,4,1,000,8,,SP,834,25470,309390,1631513,434.10549,80073.0,1000,400,200,000,000,000
66,27/12/2004,8,10,23,17,11,20,2,14,21,22,15,16,24,4,1,000,8,,SP,834,25470,309390,1631513,434.10549,80073.0,1000,400,200,000,000,000
66,27/12/2004,8,10,23,17,11,20,2,14,21,22,15,16,24,4,1,000,8,,SP,834,25470,309390,1631513,434.10549,80073.0,1000,400,200,000,000,000
66,27/12/2004,8,10,23,17,11,20,2,14,21,22,15,16,24,4,1,000,8,,SP,834,25470,309390,1631513,434.10549,80073.0,1000,400,200,000,000,000
67,03/01/2005,7,24,13,20,16,5,21,12,11,8,15,22,23,10,9,000,4,,DF,294,12324,205063,1212285,394.42973,2.29988,1000,400,200,000,000,000
67,03/01/2005,7,24,13,20,16,5,21,12,11,8,15,22,23,10,9,000,4,,PR,294,12324,205063,1212285,394.42973,2.29988,1000,400,200,000,000,000
67,03/01/2005,7,24,13,20,16,5,21,12,11,8,15,22,23,10,9,000,4,,SP,294,12324,205063,1212285,394.42973,2.29988,1000,400,200,000,000,000
67,03/01/2005,7,24,13,20,16,5,21,12,11,8,15,22,23,10,9,000,4,,TO,294,12324,205063,1212285,394.42973,2.29988,1000,400,200,000,000,000
68,10/01/2005,9,1,25,16,6,3,5,22,7,12,8,10,2,17,23,000,2,,RS,368,14579,211030,1291340,853.68974,1.98841,1000,400,200,000,000,000
68,10/01/2005,9,1,25,16,6,3,5,22,7,12,8,10,2,17,23,000,2,,SP,368,14579,211030,1291340,853.68974,1.98841,1000,400,200,000,000,000
69,17/01/2005,23,7,11,15,4,17,20,8,9,24,1,18,21,10,19,000,4,,DF,619,34720,283047,1543014,296.23316,82040.0,1000,400,200,000,000,000
69,17/01/2005,23,7,11,15,4,17,20,8,9,24,1,18,21,10,19,000,4,,RS,619,34720,283047,1543014,296.23316,82040.0,1000,400,200,000,000,000
69,17/01/2005,23,7,11,15,4,17,20,8,9,24,1,18,21,10,19,000,4,,SC,619,34720,283047,1543014,296.23316,82040.0,1000,400,200,000,000,000
69,17/01/2005,23,7,11,15,4,17,20,8,9,24,1,18,21,10,19,000,4,,SP,619,34720,283047,1543014,296.23316,82040.0,1000,400,200,000,000,000
70,24/01/2005,14,5,9,24,6,15,12,19,20,1,2,25,16,10,3,000,6,,MG,611,19413,230116,1265554,264.32393,1.11242,1000,400,200,000,000,000
70,24/01/2005,14,5,9,24,6,15,12,19,20,1,2,25,16,10,3,000,6,,MG,611,19413,230116,1265554,264.32393,1.11242,1000,400,200,000,000,000
70,24/01/2005,14,5,9,24,6,15,12,19,20,1,2,25,16,10,3,000,6,,PE,611,19413,230116,1265554,264.32393,1.11242,1000,400,200,000,000,000
70,24/01/2005,14,5,9,24,6,15,12,19,20,1,2,25,16,10,3,000,6,,PR,611,19413,230116,1265554,264.32393,1.11242,1000,400,200,000,000,000
70,24/01/2005,14,5,9,24,6,15,12,19,20,1,2,25,16,10,3,000,6,,RS,611,19413,230116,1265554,264.32393,1.11242,1000,400,200,000,000,000
70,24/01/2005,14,5,9,24,6,15,12,19,20,1,2,25,16,10,3,000,6,,SP,611,19413,230116,1265554,264.32393,1.11242,1000,400,200,000,000,000
71,31/01/2005,13,3,22,5,1,21,23,6,8,11,15,18,14,16,9,000,4,,GO,744,21490,276234,1289869,349.18758,80458.0,1000,400,200,000,000,000
71,31/01/2005,13,3,22,5,1,21,23,6,8,11,15,18,14,16,9,000,4,,PE,744,21490,276234,1289869,349.18758,80458.0,1000,400,200,000,000,000
71,31/01/2005,13,3,22,5,1,21,23,6,8,11,15,18,14,16,9,000,4,,RS,744,21490,276234,1289869,349.18758,80458.0,1000,400,200,000,000,000
71,31/01/2005,13,3,22,5,1,21,23,6,8,11,15,18,14,16,9,000,4,,SP,744,21490,276234,1289869,349.18758,80458.0,1000,400,200,000,000,000
72,09/02/2005,2,16,5,25,23,11,18,13,24,15,1,7,8,12,17,000,2,,RS,485,16561,198957,1178585,571.66539,1.01031,1000,400,200,000,000,000
72,09/02/2005,2,16,5,25,23,11,18,13,24,15,1,7,8,12,17,000,2,,SP,485,16561,198957,1178585,571.66539,1.01031,1000,400,200,000,000,000
73,14/02/2005,25,17,18,2,16,19,15,13,14,5,21,11,7,1,10,000,3,,PA,401,16615,240646,1388168,404.46166,1.29682,1000,400,200,000,000,000
73,14/02/2005,25,17,18,2,16,19,15,13,14,5,21,11,7,1,10,000,3,,PR,401,16615,240646,1388168,404.46166,1.29682,1000,400,200,000,000,000
73,14/02/2005,25,17,18,2,16,19,15,13,14,5,21,11,7,1,10,000,3,,SC,401,16615,240646,1388168,404.46166,1.29682,1000,400,200,000,000,000
74,21/02/2005,8,25,3,1,2,22,16,4,5,15,6,18,13,23,11,000,7,,MS,861,36320,325482,1342101,165.70435,57518.0,1000,400,200,000,000,000
74,21/02/2005,8,25,3,1,2,22,16,4,5,15,6,18,13,23,11,000,7,,MS,861,36320,325482,1342101,165.70435,57518.0,1000,400,200,000,000,000
74,21/02/2005,8,25,3,1,2,22,16,4,5,15,6,18,13,23,11,000,7,,MT,861,36320,325482,1342101,165.70435,57518.0,1000,400,200,000,000,000
74,21/02/2005,8,25,3,1,2,22,16,4,5,15,6,18,13,23,11,000,7,,PR,861,36320,325482,1342101,165.70435,57518.0,1000,400,200,000,000,000
74,21/02/2005,8,25,3,1,2,22,16,4,5,15,6,18,13,23,11,000,7,,PR,861,36320,325482,1342101,165.70435,57518.0,1000,400,200,000,000,000
74,21/02/2005,8,25,3,1,2,22,16,4,5,15,6,18,13,23,11,000,7,,SP,861,36320,325482,1342101,165.70435,57518.0,1000,400,200,000,000,000
74,21/02/2005,8,25,3,1,2,22,16,4,5,15,6,18,13,23,11,000,7,,SP,861,36320,325482,1342101,165.70435,57518.0,1000,400,200,000,000,000
75,28/02/2005,10,8,3,16,7,25,20,4,13,6,11,15,17,5,1,000,2,,RJ,564,22764,330303,1538522,531.26465,80739.0,1000,400,200,000,000,000
75,28/02/2005,10,8,3,16,7,25,20,4,13,6,11,15,17,5,1,000,2,,SC,564,22764,330303,1538522,531.26465,80739.0,1000,400,200,000,000,000
76,07/03/2005,15,5,12,10,19,16,21,17,25,9,13,1,23,8,3,000,13,,BA,2705,63452,463129,1672037,49.56681,10171.0,1000,400,200,000,000,000
76,07/03/2005,15,5,12,10,19,16,21,17,25,9,13,1,23,8,3,000,13,,BA,2705,63452,463129,1672037,49.56681,10171.0,1000,400,200,000,000,000
76,07/03/2005,15,5,12,10,19,16,21,17,25,9,13,1,23,8,3,000,13,,MG,2705,63452,463129,1672037,49.56681,10171.0,1000,400,200,000,000,000
76,07/03/2005,15,5,12,10,19,16,21,17,25,9,13,1,23,8,3,000,13,,MG,2705,63452,463129,1672037,49.56681,10171.0,1000,400,200,000,000,000
76,07/03/2005,15,5,12,10,19,16,21,17,25,9,13,1,23,8,3,000,13,,MG,2705,63452,463129,1672037,49.56681,10171.0,1000,400,200,000,000,000
76,07/03/2005,15,5,12,10,19,16,21,17,25,9,13,1,23,8,3,000,13,,PE,2705,63452,463129,1672037,49.56681,10171.0,1000,400,200,000,000,000
76,07/03/2005,15,5,12,10,19,16,21,17,25,9,13,1,23,8,3,000,13,,PE,2705,63452,463129,1672037,49.56681,10171.0,1000,400,200,000,000,000
76,07/03/2005,15,5,12,10,19,16,21,17,25,9,13,1,23,8,3,000,13,,PE,2705,63452,463129,1672037,49.56681,10171.0,1000,400,200,000,000,000
76,07/03/2005,15,5,12,10,19,16,21,17,25,9,13,1,23,8,3,000,13,,RJ,2705,63452,463129,1672037,49.56681,10171.0,1000,400,200,000,000,000
76,07/03/2005,15,5,12,10,19,16,21,17,25,9,13,1,23,8,3,000,13,,RS,2705,63452,463129,1672037,49.56681,10171.0,1000,400,200,000,000,000
76,07/03/2005,15,5,12,10,19,16,21,17,25,9,13,1,23,8,3,000,13,,SE,2705,63452,463129,1672037,49.56681,10171.0,1000,400,200,000,000,000
76,07/03/2005,15,5,12,10,19,16,21,17,25,9,13,1,23,8,3,000,13,,SP,2705,63452,463129,1672037,49.56681,10171.0,1000,400,200,000,000,000
76,07/03/2005,15,5,12,10,19,16,21,17,25,9,13,1,23,8,3,000,13,,SP,2705,63452,463129,1672037,49.56681,10171.0,1000,400,200,000,000,000
77,14/03/2005,6,20,4,9,11,17,3,8,2,21,24,14,22,25,18,000,4,,MG,742,21609,228257,1213259,434.83787,1.00463,1000,400,200,000,000,000
77,14/03/2005,6,20,4,9,11,17,3,8,2,21,24,14,22,25,18,000,4,,MG,742,21609,228257,1213259,434.83787,1.00463,1000,400,200,000,000,000
77,14/03/2005,6,20,4,9,11,17,3,8,2,21,24,14,22,25,18,000,4,,PR,742,21609,228257,1213259,434.83787,1.00463,1000,400,200,000,000,000
77,14/03/2005,6,20,4,9,11,17,3,8,2,21,24,14,22,25,18,000,4,,SP,742,21609,228257,1213259,434.83787,1.00463,1000,400,200,000,000,000
78,21/03/2005,15,5,17,23,1,8,7,20,16,6,12,18,3,2,13,000,1,,PA,643,23291,317982,1617133,1.007.64494,66906.0,1000,400,200,000,000,000
79,28/03/2005,15,14,17,2,22,24,5,23,20,9,12,18,25,1,3,000,1,,DF,443,17526,230930,1249856,1.429.78918,1.38322,1000,400,200,000,000,000
80,04/04/2005,17,22,25,7,20,3,18,10,4,1,14,9,2,5,15,000,1,,RN,502,19706,292151,1294632,1.387.21992,1.18431,1000,400,200,000,000,000
81,11/04/2005,13,2,7,19,17,15,1,4,6,21,3,11,5,16,10,000,6,,BA,866,29787,387171,1619963,160.73467,47546.0,1000,400,200,000,000,000
81,11/04/2005,13,2,7,19,17,15,1,4,6,21,3,11,5,16,10,000,6,,PA,866,29787,387171,1619963,160.73467,47546.0,1000,400,200,000,000,000
81,11/04/2005,13,2,7,19,17,15,1,4,6,21,3,11,5,16,10,000,6,,PI,866,29787,387171,1619963,160.73467,47546.0,1000,400,200,000,000,000
81,11/04/2005,13,2,7,19,17,15,1,4,6,21,3,11,5,16,10,000,6,,RJ,866,29787,387171,1619963,160.73467,47546.0,1000,400,200,000,000,000
81,11/04/2005,13,2,7,19,17,15,1,4,6,21,3,11,5,16,10,000,6,,SP,866,29787,387171,1619963,160.73467,47546.0,1000,400,200,000,000,000
81,11/04/2005,13,2,7,19,17,15,1,4,6,21,3,11,5,16,10,000,6,,SP,866,29787,387171,1619963,160.73467,47546.0,1000,400,200,000,000,000
82,18/04/2005,4,8,19,12,23,17,13,20,1,18,6,15,5,22,9,000,4,,BA,636,20746,250768,1418972,378.12877,1.01922,1000,400,200,000,000,000
82,18/04/2005,4,8,19,12,23,17,13,20,1,18,6,15,5,22,9,000,4,,MA,636,20746,250768,1418972,378.12877,1.01922,1000,400,200,000,000,000
82,18/04/2005,4,8,19,12,23,17,13,20,1,18,6,15,5,22,9,000,4,,PR,636,20746,250768,1418972,378.12877,1.01922,1000,400,200,000,000,000
82,18/04/2005,4,8,19,12,23,17,13,20,1,18,6,15,5,22,9,000,4,,SP,636,20746,250768,1418972,378.12877,1.01922,1000,400,200,000,000,000
83,25/04/2005,23,10,25,20,14,3,1,6,2,11,8,13,12,24,5,000,3,,BA,505,19766,290953,1615749,370.70193,94379.0,1000,400,200,000,000,000
83,25/04/2005,23,10,25,20,14,3,1,6,2,11,8,13,12,24,5,000,3,,MS,505,19766,290953,1615749,370.70193,94379.0,1000,400,200,000,000,000
83,25/04/2005,23,10,25,20,14,3,1,6,2,11,8,13,12,24,5,000,3,,SP,505,19766,290953,1615749,370.70193,94379.0,1000,400,200,000,000,000
84,02/05/2005,15,22,8,25,6,4,16,1,2,24,19,20,17,23,12,000,2,,RS,525,21813,263703,1419482,729.19411,1.19052,1000,400,200,000,000,000
84,02/05/2005,15,22,8,25,6,4,16,1,2,24,19,20,17,23,12,000,2,,SP,525,21813,263703,1419482,729.19411,1.19052,1000,400,200,000,000,000
85,09/05/2005,1,2,11,21,16,8,23,7,18,22,14,15,5,13,9,000,13,,BA,988,41716,303054,1673514,86.48860,48587.0,1000,400,200,000,000,000
85,09/05/2005,1,2,11,21,16,8,23,7,18,22,14,15,5,13,9,000,13,,BA,988,41716,303054,1673514,86.48860,48587.0,1000,400,200,000,000,000
