Concurso,Data Sorteio,Bola1,Bola2,Bola3,Bola4,Bola5,Bola6,Bola7,Bola8,Bola9,Bola10,Bola11,Bola12,Bola13,Bola14,Bola15,Arrecadacao_Total,Ganhadores_15_Números,Cidade,UF,Ganhadores_14_Números,Ganhadores_13_Números,Ganhadores_12_Números,Ganhadores_11_Números,Valor_Rateio_15_Números,Valor_Rateio_14_Números,Valor_Rateio_13_Números,Valor_Rateio_12_Números,Valor_Rateio_11_Números,Acumulado_15_Números,Estimativa_Premio,Valor_Acumulado_Especial
278,06/12/2007,12,9,2,3,21,19,1,23,5,15,11,17,13,6,25,000,25,,MG,4310,76727,426871,1443593,14.18221,3513.0,1000,400,200,000,1.000.00000,000
278,06/12/2007,12,9,2,3,21,19,1,23,5,15,11,17,13,6,25,000,25,,MG,4310,76727,426871,1443593,14.18221,3513.0,1000,400,200,000,1.000.00000,000
278,06/12/2007,12,9,2,3,21,19,1,23,5,15,11,17,13,6,25,000,25,,MS,4310,76727,426871,1443593,14.18221,3513.0,1000,400,200,000,1.000.00000,000
278,06/12/2007,12,9,2,3,21,19,1,23,5,15,11,17,13,6,25,000,25,,MT,4310,76727,426871,1443593,14.18221,3513.0,1000,400,200,000,1.000.00000,000
278,06/12/2007,12,9,2,3,21,19,1,23,5,15,11,17,13,6,25,000,25,,PA,4310,76727,426871,1443593,14.18221,3513.0,1000,400,200,000,1.000.00000,000
278,06/12/2007,12,9,2,3,21,19,1,23,5,15,11,17,13,6,25,000,25,,PE,4310,76727,426871,1443593,14.18221,3513.0,1000,400,200,000,1.000.00000,000
278,06/12/2007,12,9,2,3,21,19,1,23,5,15,11,17,13,6,25,000,25,,PE,4310,76727,426871,1443593,14.18221,3513.0,1000,400,200,000,1.000.00000,000
278,06/12/2007,12,9,2,3,21,19,1,23,5,15,11,17,13,6,25,000,25,,PR,4310,76727,426871,1443593,14.18221,3513.0,1000,400,200,000,1.000.00000,000
278,06/12/2007,12,9,2,3,21,19,1,23,5,15,11,17,13,6,25,000,25,,PR,4310,76727,426871,1443593,14.18221,3513.0,1000,400,200,000,1.000.00000,000
278,06/12/2007,12,9,2,3,21,19,1,23,5,15,11,17,13,6,25,000,25,,PR,4310,76727,426871,1443593,14.18221,3513.0,1000,400,200,000,1.000.00000,000
278,06/12/2007,12,9,2,3,21,19,1,23,5,15,11,17,13,6,25,000,25,,RJ,4310,76727,426871,1443593,14.18221,3513.0,1000,400,200,000,1.000.00000,000
278,06/12/2007,12,9,2,3,21,19,1,23,5,15,11,17,13,6,25,000,25,,RN,4310,76727,426871,1443593,14.18221,3513.0,1000,400,200,000,1.000.00000,000
278,06/12/2007,12,9,2,3,21,19,1,23,5,15,11,17,13,6,25,000,25,,RO,4310,76727,426871,1443593,14.18221,3513.0,1000,400,200,000,1.000.00000,000
278,06/12/2007,12,9,2,3,21,19,1,23,5,15,11,17,13,6,25,000,25,,SC,4310,76727,426871,1443593,14.18221,3513.0,1000,400,200,000,1.000.00000,000
278,06/12/2007,12,9,2,3,21,19,1,23,5,15,11,17,13,6,25,000,25,,SE,4310,76727,426871,1443593,14.18221,3513.0,1000,400,200,000,1.000.00000,000
278,06/12/2007,12,9,2,3,21,19,1,23,5,15,11,17,13,6,25,000,25,,SP,4310,76727,426871,1443593,14.18221,3513.0,1000,400,200,000,1.000.00000,000
278,06/12/2007,12,9,2,3,21,19,1,23,5,15,11,17,13,6,25,000,25,,SP,4310,76727,426871,1443593,14.18221,3513.0,1000,400,200,000,1.000.00000,000
278,06/12/2007,12,9,2,3,21,19,1,23,5,15,11,17,13,6,25,000,25,,SP,4310,76727,426871,1443593,14.18221,3513.0,1000,400,200,000,1.000.00000,000
278,06/12/2007,12,9,2,3,21,19,1,23,5,15,11,17,13,6,25,000,25,,SP,4310,76727,426871,1443593,14.18221,3513.0,1000,400,200,000,1.000.00000,000
278,06/12/2007,12,9,2,3,21,19,1,23,5,15,11,17,13,6,25,000,25,,SP,4310,76727,426871,1443593,14.18221,3513.0,1000,400,200,000,1.000.00000,000
278,06/12/2007,12,9,2,3,21,19,1,23,5,15,11,17,13,6,25,000,25,,SP,4310,76727,426871,1443593,14.18221,3513.0,1000,400,200,000,1.000.00000,000
278,06/12/2007,12,9,2,3,21,19,1,23,5,15,11,17,13,6,25,000,25,,SP,4310,76727,426871,1443593,14.18221,3513.0,1000,400,200,000,1.000.00000,000
279,10/12/2007,12,10,3,17,18,6,5,23,1,2,22,19,11,9,13,000,3,,PR,804,23945,306944,1412942,384.37754,61234.0,1000,400,200,000,1.000.00000,000
279,10/12/2007,12,10,3,17,18,6,5,23,1,2,22,19,11,9,13,000,3,,SP,804,23945,306944,1412942,384.37754,61234.0,1000,400,200,000,1.000.00000,000
279,10/12/2007,12,10,3,17,18,6,5,23,1,2,22,19,11,9,13,000,3,,SP,804,23945,306944,1412942,384.37754,61234.0,1000,400,200,000,1.000.00000,000
280,13/12/2007,9,25,20,10,19,24,5,13,16,3,17,11,6,15,4,000,7,,ES,1779,17395,224021,1249554,186.30888,31299.0,1000,400,200,000,1.200.00000,000
280,13/12/2007,9,25,20,10,19,24,5,13,16,3,17,11,6,15,4,000,7,,MG,1779,17395,224021,1249554,186.30888,31299.0,1000,400,200,000,1.200.00000,000
280,13/12/2007,9,25,20,10,19,24,5,13,16,3,17,11,6,15,4,000,7,,MG,1779,17395,224021,1249554,186.30888,31299.0,1000,400,200,000,1.200.00000,000
280,13/12/2007,9,25,20,10,19,24,5,13,16,3,17,11,6,15,4,000,7,,MG,1779,17395,224021,1249554,186.30888,31299.0,1000,400,200,000,1.200.00000,000
280,13/12/2007,9,25,20,10,19,24,5,13,16,3,17,11,6,15,4,000,7,,PA,1779,17395,224021,1249554,186.30888,31299.0,1000,400,200,000,1.200.00000,000
280,13/12/2007,9,25,20,10,19,24,5,13,16,3,17,11,6,15,4,000,7,,PE,1779,17395,224021,1249554,186.30888,31299.0,1000,400,200,000,1.200.00000,000
280,13/12/2007,9,25,20,10,19,24,5,13,16,3,17,11,6,15,4,000,7,,RJ,1779,17395,224021,1249554,186.30888,31299.0,1000,400,200,000,1.200.00000,000
281,17/12/2007,4,1,10,23,12,2,25,17,19,8,11,9,14,3,15,000,6,,PR,683,24788,310715,1611578,166.44442,62427.0,1000,400,200,000,1.000.00000,000
281,17/12/2007,4,1,10,23,12,2,25,17,19,8,11,9,14,3,15,000,6,,RJ,683,24788,310715,1611578,166.44442,62427.0,1000,400,200,000,1.000.00000,000
281,17/12/2007,4,1,10,23,12,2,25,17,19,8,11,9,14,3,15,000,6,,RO,683,24788,310715,1611578,166.44442,62427.0,1000,400,200,000,1.000.00000,000
281,17/12/2007,4,1,10,23,12,2,25,17,19,8,11,9,14,3,15,000,6,,RS,683,24788,310715,1611578,166.44442,62427.0,1000,400,200,000,1.000.00000,000
281,17/12/2007,4,1,10,23,12,2,25,17,19,8,11,9,14,3,15,000,6,,SP,683,24788,310715,1611578,166.44442,62427.0,1000,400,200,000,1.000.00000,000
281,17/12/2007,4,1,10,23,12,2,25,17,19,8,11,9,14,3,15,000,6,,SP,683,24788,310715,1611578,166.44442,62427.0,1000,400,200,000,1.000.00000,000
282,20/12/2007,25,7,3,21,11,20,16,13,8,4,15,12,19,22,2,000,5,,MG,474,14750,190462,1120400,311.39920,1.40777,1000,400,200,000,1.000.00000,000
282,20/12/2007,25,7,3,21,11,20,16,13,8,4,15,12,19,22,2,000,5,,MG,474,14750,190462,1120400,311.39920,1.40777,1000,400,200,000,1.000.00000,000
282,20/12/2007,25,7,3,21,11,20,16,13,8,4,15,12,19,22,2,000,5,,MG,474,14750,190462,1120400,311.39920,1.40777,1000,400,200,000,1.000.00000,000
282,20/12/2007,25,7,3,21,11,20,16,13,8,4,15,12,19,22,2,000,5,,SE,474,14750,190462,1120400,311.39920,1.40777,1000,400,200,000,1.000.00000,000
282,20/12/2007,25,7,3,21,11,20,16,13,8,4,15,12,19,22,2,000,5,,SP,474,14750,190462,1120400,311.39920,1.40777,1000,400,200,000,1.000.00000,000
283,22/12/2007,24,22,10,13,4,20,6,1,11,9,23,12,8,2,19,000,5,,BA,359,11743,140718,677731,125.73062,74763.0,1000,400,200,000,1.000.00000,000
283,22/12/2007,24,22,10,13,4,20,6,1,11,9,23,12,8,2,19,000,5,,GO,359,11743,140718,677731,125.73062,74763.0,1000,400,200,000,1.000.00000,000
283,22/12/2007,24,22,10,13,4,20,6,1,11,9,23,12,8,2,19,000,5,,PR,359,11743,140718,677731,125.73062,74763.0,1000,400,200,000,1.000.00000,000
283,22/12/2007,24,22,10,13,4,20,6,1,11,9,23,12,8,2,19,000,5,,RJ,359,11743,140718,677731,125.73062,74763.0,1000,400,200,000,1.000.00000,000
283,22/12/2007,24,22,10,13,4,20,6,1,11,9,23,12,8,2,19,000,5,,RS,359,11743,140718,677731,125.73062,74763.0,1000,400,200,000,1.000.00000,000
284,27/12/2007,23,5,22,7,21,12,25,13,1,11,15,17,3,6,19,000,7,,GO,3392,89618,409708,1452685,51.50888,4539.0,1000,400,200,000,1.200.00000,000
284,27/12/2007,23,5,22,7,21,12,25,13,1,11,15,17,3,6,19,000,7,,PB,3392,89618,409708,1452685,51.50888,4539.0,1000,400,200,000,1.200.00000,000
284,27/12/2007,23,5,22,7,21,12,25,13,1,11,15,17,3,6,19,000,7,,SC,3392,89618,409708,1452685,51.50888,4539.0,1000,400,200,000,1.200.00000,000
284,27/12/2007,23,5,22,7,21,12,25,13,1,11,15,17,3,6,19,000,7,,SC,3392,89618,409708,1452685,51.50888,4539.0,1000,400,200,000,1.200.00000,000
284,27/12/2007,23,5,22,7,21,12,25,13,1,11,15,17,3,6,19,000,7,,SP,3392,89618,409708,1452685,51.50888,4539.0,1000,400,200,000,1.200.00000,000
284,27/12/2007,23,5,22,7,21,12,25,13,1,11,15,17,3,6,19,000,7,,SP,3392,89618,409708,1452685,51.50888,4539.0,1000,400,200,000,1.200.00000,000
284,27/12/2007,23,5,22,7,21,12,25,13,1,11,15,17,3,6,19,000,7,,SP,3392,89618,409708,1452685,51.50888,4539.0,1000,400,200,000,1.200.00000,000
285,29/12/2007,11,16,8,10,14,1,4,5,15,22,9,12,19,13,23,000,3,,BA,338,13308,131095,794186,231.16667,87933.0,1000,400,200,000,1.300.00000,000
285,29/12/2007,11,16,8,10,14,1,4,5,15,22,9,12,19,13,23,000,3,,PR,338,13308,131095,794186,231.16667,87933.0,1000,400,200,000,1.300.00000,000
285,29/12/2007,11,16,8,10,14,1,4,5,15,22,9,12,19,13,23,000,3,,RJ,338,13308,131095,794186,231.16667,87933.0,1000,400,200,000,1.300.00000,000
286,03/01/2008,25,1,23,21,7,4,11,9,12,2,13,10,24,19,3,000,3,,BA,729,27687,296552,1434986,224.82040,39651.0,1000,400,200,000,1.200.00000,000
286,03/01/2008,25,1,23,21,7,4,11,9,12,2,13,10,24,19,3,000,3,,MG,729,27687,296552,1434986,224.82040,39651.0,1000,400,200,000,1.200.00000,000
286,03/01/2008,25,1,23,21,7,4,11,9,12,2,13,10,24,19,3,000,3,,SE,729,27687,296552,1434986,224.82040,39651.0,1000,400,200,000,1.200.00000,000
287,07/01/2008,15,21,6,23,2,10,22,25,7,17,16,5,18,13,12,000,5,,MG,528,17308,223741,1228506,270.69290,1.09859,1000,400,200,000,1.200.00000,000
287,07/01/2008,15,21,6,23,2,10,22,25,7,17,16,5,18,13,12,000,5,,RJ,528,17308,223741,1228506,270.69290,1.09859,1000,400,200,000,1.200.00000,000
287,07/01/2008,15,21,6,23,2,10,22,25,7,17,16,5,18,13,12,000,5,,RJ,528,17308,223741,1228506,270.69290,1.09859,1000,400,200,000,1.200.00000,000
287,07/01/2008,15,21,6,23,2,10,22,25,7,17,16,5,18,13,12,000,5,,SP,528,17308,223741,1228506,270.69290,1.09859,1000,400,200,000,1.200.00000,000
287,07/01/2008,15,21,6,23,2,10,22,25,7,17,16,5,18,13,12,000,5,,SP,528,17308,223741,1228506,270.69290,1.09859,1000,400,200,000,1.200.00000,000
288,10/01/2008,18,15,6,19,2,10,3,14,25,9,24,1,4,13,12,000,1,,RJ,504,18396,224846,1284701,1.112.10933,94567.0,1000,400,200,000,1.200.00000,000
289,14/01/2008,4,8,1,3,10,19,2,14,6,9,17,15,12,24,22,000,14,,BA,1421,34554,333071,1433297,63.21134,26690.0,1000,400,200,000,1.300.00000,000
289,14/01/2008,4,8,1,3,10,19,2,14,6,9,17,15,12,24,22,000,14,,GO,1421,34554,333071,1433297,63.21134,26690.0,1000,400,200,000,1.300.00000,000
289,14/01/2008,4,8,1,3,10,19,2,14,6,9,17,15,12,24,22,000,14,,MG,1421,34554,333071,1433297,63.21134,26690.0,1000,400,200,000,1.300.00000,000
289,14/01/2008,4,8,1,3,10,19,2,14,6,9,17,15,12,24,22,000,14,,MG,1421,34554,333071,1433297,63.21134,26690.0,1000,400,200,000,1.300.00000,000
289,14/01/2008,4,8,1,3,10,19,2,14,6,9,17,15,12,24,22,000,14,,MT,1421,34554,333071,1433297,63.21134,26690.0,1000,400,200,000,1.300.00000,000
289,14/01/2008,4,8,1,3,10,19,2,14,6,9,17,15,12,24,22,000,14,,PR,1421,34554,333071,1433297,63.21134,26690.0,1000,400,200,000,1.300.00000,000
289,14/01/2008,4,8,1,3,10,19,2,14,6,9,17,15,12,24,22,000,14,,RJ,1421,34554,333071,1433297,63.21134,26690.0,1000,400,200,000,1.300.00000,000
289,14/01/2008,4,8,1,3,10,19,2,14,6,9,17,15,12,24,22,000,14,,RJ,1421,34554,333071,1433297,63.21134,26690.0,1000,400,200,000,1.300.00000,000
289,14/01/2008,4,8,1,3,10,19,2,14,6,9,17,15,12,24,22,000,14,,SP,1421,34554,333071,1433297,63.21134,26690.0,1000,400,200,000,1.300.00000,000
289,14/01/2008,4,8,1,3,10,19,2,14,6,9,17,15,12,24,22,000,14,,SP,1421,34554,333071,1433297,63.21134,26690.0,1000,400,200,000,1.300.00000,000
289,14/01/2008,4,8,1,3,10,19,2,14,6,9,17,15,12,24,22,000,14,,SP,1421,34554,333071,1433297,63.21134,26690.0,1000,400,200,000,1.300.00000,000
289,14/01/2008,4,8,1,3,10,19,2,14,6,9,17,15,12,24,22,000,14,,SP,1421,34554,333071,1433297,63.21134,26690.0,1000,400,200,000,1.300.00000,000
289,14/01/2008,4,8,1,3,10,19,2,14,6,9,17,15,12,24,22,000,14,,SP,1421,34554,333071,1433297,63.21134,26690.0,1000,400,200,000,1.300.00000,000
289,14/01/2008,4,8,1,3,10,19,2,14,6,9,17,15,12,24,22,000,14,,SP,1421,34554,333071,1433297,63.21134,26690.0,1000,400,200,000,1.300.00000,000
290,17/01/2008,17,9,13,2,23,14,11,20,22,7,6,12,1,21,5,000,5,,CE,437,15046,198722,1215690,244.73042,1.20005,1000,400,200,000,1.200.00000,000
290,17/01/2008,17,9,13,2,23,14,11,20,22,7,6,12,1,21,5,000,5,,PI,437,15046,198722,1215690,244.73042,1.20005,1000,400,200,000,1.200.00000,000
290,17/01/2008,17,9,13,2,23,14,11,20,22,7,6,12,1,21,5,000,5,,RS,437,15046,198722,1215690,244.73042,1.20005,1000,400,200,000,1.200.00000,000
290,17/01/2008,17,9,13,2,23,14,11,20,22,7,6,12,1,21,5,000,5,,SP,437,15046,198722,1215690,244.73042,1.20005,1000,400,200,000,1.200.00000,000
290,17/01/2008,17,9,13,2,23,14,11,20,22,7,6,12,1,21,5,000,5,,SP,437,15046,198722,1215690,244.73042,1.20005,1000,400,200,000,1.200.00000,000
291,21/01/2008,14,8,15,10,1,5,17,24,2,12,7,13,23,20,11,000,5,,AP,554,19853,244168,1365109,236.63779,91531.0,1000,400,200,000,1.300.00000,000
291,21/01/2008,14,8,15,10,1,5,17,24,2,12,7,13,23,20,11,000,5,,MG,554,19853,244168,1365109,236.63779,91531.0,1000,400,200,000,1.300.00000,000
291,21/01/2008,14,8,15,10,1,5,17,24,2,12,7,13,23,20,11,000,5,,RS,554,19853,244168,1365109,236.63779,91531.0,1000,400,200,000,1.300.00000,000
291,21/01/2008,14,8,15,10,1,5,17,24,2,12,7,13,23,20,11,000,5,,SP,554,19853,244168,1365109,236.63779,91531.0,1000,400,200,000,1.300.00000,000
291,21/01/2008,14,8,15,10,1,5,17,24,2,12,7,13,23,20,11,000,5,,SP,554,19853,244168,1365109,236.63779,91531.0,1000,400,200,000,1.300.00000,000
292,24/01/2008,21,3,24,7,17,5,2,11,13,9,22,12,25,16,8,000,1,,AL,513,17502,203845,1145496,1.210.02145,1.01088,1000,400,200,000,1.200.00000,000
293,28/01/2008,14,12,3,9,25,22,13,24,2,6,1,23,18,15,19,000,3,,DF,722,40725,266109,1420232,311.27488,55431.0,1000,400,200,000,1.200.00000,000
293,28/01/2008,14,12,3,9,25,22,13,24,2,6,1,23,18,15,19,000,3,,PE,722,40725,266109,1420232,311.27488,55431.0,1000,400,200,000,1.200.00000,000
293,28/01/2008,14,12,3,9,25,22,13,24,2,6,1,23,18,15,19,000,3,,SP,722,40725,266109,1420232,311.27488,55431.0,1000,400,200,000,1.200.00000,000
294,31/01/2008,11,16,24,4,20,2,1,5,7,3,8,12,15,23,25,000,3,,MT,451,14533,198742,1146969,423.38736,1.20699,1000,400,200,000,1.300.00000,000
294,31/01/2008,11,16,24,4,20,2,1,5,7,3,8,12,15,23,25,000,3,,SP,451,14533,198742,1146969,423.38736,1.20699,1000,400,200,000,1.300.00000,000
294,31/01/2008,11,16,24,4,20,2,1,5,7,3,8,12,15,23,25,000,3,,TO,451,14533,198742,1146969,423.38736,1.20699,1000,400,200,000,1.300.00000,000
295,07/02/2008,25,24,6,23,15,10,3,21,13,18,2,4,19,17,16,000,2,,MT,336,16242,237731,1327959,710.32608,1.81206,1000,400,200,000,1.200.00000,000
295,07/02/2008,25,24,6,23,15,10,3,21,13,18,2,4,19,17,16,000,2,,TO,336,16242,237731,1327959,710.32608,1.81206,1000,400,200,000,1.200.00000,000
296,11/02/2008,16,18,14,6,22,11,15,19,2,25,7,3,12,8,17,000,5,,SP,319,12612,181976,1088291,317.20680,2.13081,1000,400,200,000,1.200.00000,000
296,11/02/2008,16,18,14,6,22,11,15,19,2,25,7,3,12,8,17,000,5,,SP,319,12612,181976,1088291,317.20680,2.13081,1000,400,200,000,1.200.00000,000
296,11/02/2008,16,18,14,6,22,11,15,19,2,25,7,3,12,8,17,000,5,,SP,319,12612,181976,1088291,317.20680,2.13081,1000,400,200,000,1.200.00000,000
296,11/02/2008,16,18,14,6,22,11,15,19,2,25,7,3,12,8,17,000,5,,SP,319,12612,181976,1088291,317.20680,2.13081,1000,400,200,000,1.200.00000,000
296,11/02/2008,16,18,14,6,22,11,15,19,2,25,7,3,12,8,17,000,5,,SP,319,12612,181976,1088291,317.20680,2.13081,1000,400,200,000,1.200.00000,000
297,14/02/2008,23,10,25,24,1,21,15,9,8,16,4,22,14,7,12,000,0, , ,267,11711,165948,1000928,000,2.38876,1000,400,200,1.488.19727,3.000.00000,000
298,18/02/2008,1,6,7,16,4,24,21,8,13,3,11,15,14,12,22,000,2,,MG,421,15894,227004,1522778,1.712.83175,1.97231,1000,400,200,000,1.200.00000,000
298,18/02/2008,1,6,7,16,4,24,21,8,13,3,11,15,14,12,22,000,2,,SP,421,15894,227004,1522778,1.712.83175,1.97231,1000,400,200,000,1.200.00000,000
299,21/02/2008,10,20,3,24,23,6,17,8,22,13,7,5,19,18,21,000,1,,SP,261,13134,195795,1051550,1.400.70924,2.30002,1000,400,200,000,1.200.00000,000
300,25/02/2008,7,21,9,4,11,23,19,17,3,12,8,25,20,15,22,000,5,,DF,671,20196,258453,1332471,236.32391,75471.0,1000,400,200,000,1.200.00000,000
300,25/02/2008,7,21,9,4,11,23,19,17,3,12,8,25,20,15,22,000,5,,ES,671,20196,258453,1332471,236.32391,75471.0,1000,400,200,000,1.200.00000,000
300,25/02/2008,7,21,9,4,11,23,19,17,3,12,8,25,20,15,22,000,5,,PR,671,20196,258453,1332471,236.32391,75471.0,1000,400,200,000,1.200.00000,000
300,25/02/2008,7,21,9,4,11,23,19,17,3,12,8,25,20,15,22,000,5,,RS,671,20196,258453,1332471,236.32391,75471.0,1000,400,200,000,1.200.00000,000
300,25/02/2008,7,21,9,4,11,23,19,17,3,12,8,25,20,15,22,000,5,,SP,671,20196,258453,1332471,236.32391,75471.0,1000,400,200,000,1.200.00000,000
301,28/02/2008,2,9,11,3,17,13,12,19,20,15,22,23,18,8,14,000,4,,BA,654,20814,274101,1312404,207.25579,54327.0,1000,400,200,000,1.200.00000,000
301,28/02/2008,2,9,11,3,17,13,12,19,20,15,22,23,18,8,14,000,4,,PR,654,20814,274101,1312404,207.25579,54327.0,1000,400,200,000,1.200.00000,000
301,28/02/2008,2,9,11,3,17,13,12,19,20,15,22,23,18,8,14,000,4,,SC,654,20814,274101,1312404,207.25579,54327.0,1000,400,200,000,1.200.00000,000
301,28/02/2008,2,9,11,3,17,13,12,19,20,15,22,23,18,8,14,000,4,,SP,654,20814,274101,1312404,207.25579,54327.0,1000,400,200,000,1.200.00000,000
302,03/03/2008,18,20,9,6,11,25,2,16,15,14,4,22,12,10,5,000,9,,PE,906,26568,243704,1152753,154.31767,65698.0,1000,400,200,000,1.200.00000,000
302,03/03/2008,18,20,9,6,11,25,2,16,15,14,4,22,12,10,5,000,9,,PR,906,26568,243704,1152753,154.31767,65698.0,1000,400,200,000,1.200.00000,000
302,03/03/2008,18,20,9,6,11,25,2,16,15,14,4,22,12,10,5,000,9,,PR,906,26568,243704,1152753,154.31767,65698.0,1000,400,200,000,1.200.00000,000
302,03/03/2008,18,20,9,6,11,25,2,16,15,14,4,22,12,10,5,000,9,,RJ,906,26568,243704,1152753,154.31767,65698.0,1000,400,200,000,1.200.00000,000
302,03/03/2008,18,20,9,6,11,25,2,16,15,14,4,22,12,10,5,000,9,,RJ,906,26568,243704,1152753,154.31767,65698.0,1000,400,200,000,1.200.00000,000
302,03/03/2008,18,20,9,6,11,25,2,16,15,14,4,22,12,10,5,000,9,,SC,906,26568,243704,1152753,154.31767,65698.0,1000,400,200,000,1.200.00000,000
302,03/03/2008,18,20,9,6,11,25,2,16,15,14,4,22,12,10,5,000,9,,SC,906,26568,243704,1152753,154.31767,65698.0,1000,400,200,000,1.200.00000,000
302,03/03/2008,18,20,9,6,11,25,2,16,15,14,4,22,12,10,5,000,9,,SP,906,26568,243704,1152753,154.31767,65698.0,1000,400,200,000,1.200.00000,000
302,03/03/2008,18,20,9,6,11,25,2,16,15,14,4,22,12,10,5,000,9,,SP,906,26568,243704,1152753,154.31767,65698.0,1000,400,200,000,1.200.00000,000
303,06/03/2008,6,22,18,21,12,24,23,20,15,17,2,8,3,16,4,000,3,,BA,343,15661,203428,1079262,452.50866,1.6962,1000,400,200,000,1.200.00000,000
303,06/03/2008,6,22,18,21,12,24,23,20,15,17,2,8,3,16,4,000,3,,SC,343,15661,203428,1079262,452.50866,1.6962,1000,400,200,000,1.200.00000,000
303,06/03/2008,6,22,18,21,12,24,23,20,15,17,2,8,3,16,4,000,3,,SP,343,15661,203428,1079262,452.50866,1.6962,1000,400,200,000,1.200.00000,000
304,10/03/2008,1,15,22,16,14,4,18,17,12,21,20,25,5,3,19,000,0, , ,259,9066,148763,997021,000,2.9021,1000,400,200,1.753.83694,3.000.00000,000
305,13/03/2008,20,10,25,4,3,18,22,21,2,8,11,12,5,24,13,000,3,,MG,584,21381,283628,1490712,1.088.29938,1.1089,1000,400,200,000,1.200.00000,000
305,13/03/2008,20,10,25,4,3,18,22,21,2,8,11,12,5,24,13,000,3,,RO,584,21381,283628,1490712,1.088.29938,1.1089,1000,400,200,000,1.200.00000,000
305,13/03/2008,20,10,25,4,3,18,22,21,2,8,11,12,5,24,13,000,3,,SC,584,21381,283628,1490712,1.088.29938,1.1089,1000,400,200,000,1.200.00000,000
306,17/03/2008,25,5,13,4,2,8,20,1,11,16,18,12,14,15,19,000,0, , ,320,17342,202597,1229254,000,1.85202,1000,400,200,1.382.84408,2.700.00000,000
307,20/03/2008,20,9,12,14,23,17,21,24,19,1,3,10,15,4,6,000,22,,BA,1413,32008,275894,1240760,120.36822,38376.0,1000,400,200,000,1.100.00000,000
307,20/03/2008,20,9,12,14,23,17,21,24,19,1,3,10,15,4,6,000,22,,DF,1413,32008,275894,1240760,120.36822,38376.0,1000,400,200,000,1.100.00000,000
307,20/03/2008,20,9,12,14,23,17,21,24,19,1,3,10,15,4,6,000,22,,DF,1413,32008,275894,1240760,120.36822,38376.0,1000,400,200,000,1.100.00000,000
307,20/03/2008,20,9,12,14,23,17,21,24,19,1,3,10,15,4,6,000,22,,ES,1413,32008,275894,1240760,120.36822,38376.0,1000,400,200,000,1.100.00000,000
307,20/03/2008,20,9,12,14,23,17,21,24,19,1,3,10,15,4,6,000,22,,MG,1413,32008,275894,1240760,120.36822,38376.0,1000,400,200,000,1.100.00000,000
307,20/03/2008,20,9,12,14,23,17,21,24,19,1,3,10,15,4,6,000,22,,MG,1413,32008,275894,1240760,120.36822,38376.0,1000,400,200,000,1.100.00000,000
307,20/03/2008,20,9,12,14,23,17,21,24,19,1,3,10,15,4,6,000,22,,MG,1413,32008,275894,1240760,120.36822,38376.0,1000,400,200,000,1.100.00000,000
307,20/03/2008,20,9,12,14,23,17,21,24,19,1,3,10,15,4,6,000,22,,MG,1413,32008,275894,1240760,120.36822,38376.0,1000,400,200,000,1.100.00000,000
307,20/03/2008,20,9,12,14,23,17,21,24,19,1,3,10,15,4,6,000,22,,MG,1413,32008,275894,1240760,120.36822,38376.0,1000,400,200,000,1.100.00000,000
307,20/03/2008,20,9,12,14,23,17,21,24,19,1,3,10,15,4,6,000,22,,PB,1413,32008,275894,1240760,120.36822,38376.0,1000,400,200,000,1.100.00000,000
307,20/03/2008,20,9,12,14,23,17,21,24,19,1,3,10,15,4,6,000,22,,PR,1413,32008,275894,1240760,120.36822,38376.0,1000,400,200,000,1.100.00000,000
307,20/03/2008,20,9,12,14,23,17,21,24,19,1,3,10,15,4,6,000,22,,PR,1413,32008,275894,1240760,120.36822,38376.0,1000,400,200,000,1.100.00000,000
307,20/03/2008,20,9,12,14,23,17,21,24,19,1,3,10,15,4,6,000,22,,RJ,1413,32008,275894,1240760,120.36822,38376.0,1000,400,200,000,1.100.00000,000
307,20/03/2008,20,9,12,14,23,17,21,24,19,1,3,10,15,4,6,000,22,,RJ,1413,32008,275894,1240760,120.36822,38376.0,1000,400,200,000,1.100.00000,000
307,20/03/2008,20,9,12,14,23,17,21,24,19,1,3,10,15,4,6,000,22,,SC,1413,32008,275894,1240760,120.36822,38376.0,1000,400,200,000,1.100.00000,000
307,20/03/2008,20,9,12,14,23,17,21,24,19,1,3,10,15,4,6,000,22,,SC,1413,32008,275894,1240760,120.36822,38376.0,1000,400,200,000,1.100.00000,000
307,20/03/2008,20,9,12,14,23,17,21,24,19,1,3,10,15,4,6,000,22,,SE,1413,32008,275894,1240760,120.36822,38376.0,1000,400,200,000,1.100.00000,000
307,20/03/2008,20,9,12,14,23,17,21,24,19,1,3,10,15,4,6,000,22,,SP,1413,32008,275894,1240760,120.36822,38376.0,1000,400,200,000,1.100.00000,000
307,20/03/2008,20,9,12,14,23,17,21,24,19,1,3,10,15,4,6,000,22,,SP,1413,32008,275894,1240760,120.36822,38376.0,1000,400,200,000,1.100.00000,000
307,20/03/2008,20,9,12,14,23,17,21,24,19,1,3,10,15,4,6,000,22,,SP,1413,32008,275894,1240760,120.36822,38376.0,1000,400,200,000,1.100.00000,000
307,20/03/2008,20,9,12,14,23,17,21,24,19,1,3,10,15,4,6,000,22,,SP,1413,32008,275894,1240760,120.36822,38376.0,1000,400,200,000,1.100.00000,000
